"施設ID","作業用番号","作業内容フラグ_区分","作業内容フラグ_内訳","作業内容フラグ_内訳補足","施設名","施設名_ﾌﾘｶﾞﾅ","路線名","道路種別","架設年度_西暦","架設年度_推測","供用年度_西暦","橋梁種別","橋長(m)","径間数","幅員(m)","上部構造形式","上部工（使用材料）","上部工（構造形式）","下部構造形式","基礎形式","溝橋(ｶﾙﾊﾞｰﾄ)","道路管理者_区分","道路管理者_名称","道路管理者_管理事務所名","行政区域_都道府県名","行政区域_市区町村名","起点側位置_緯度","起点側位置_経度","距離標(KP)","上り・下り線","当該道路_緊急輸送路","道路橋下状況_道路_緊急輸送路","道路橋下状況_道路_道路管理者","道路橋下状況_鉄道","代替路の有無","自専道/一般道","高規格幹線道路区分","占用物件(名称)","施設諸元_備考","点検記録_点検実施年度","点検記録_点検実施年月","点検記録_判定区分","過去の点検表記録様式ファイル名","点検表記録様式ファイル名","所見等(任意)","長寿命化修繕計画","点検・修繕_備考","確認書記載_点検・修繕計画_2019","確認書記載_点検・修繕計画_2020","確認書記載_点検・修繕計画_2021","確認書記載_点検・修繕計画_2022","確認書記載_点検・修繕計画_2023","確認書記載_点検・修繕計画_2024","確認書記載_点検・修繕計画_2025","確認書記載_点検・修繕計画_2026","確認書記載_点検・修繕計画_2027","確認書記載_点検・修繕計画_2028","確認書記載_点検方法","確認書記載_修繕方法","確認書記載_点検済分類","確認書記載_跨線部判定結果","確認書記載_修繕済分類","確認書記載_跨線部再判定結果","確認書に点検時期の記載がない理由","跨線対象_鉄道_JR_1","跨線対象_鉄道_JR_2","跨線対象_鉄道_JR_3","跨線対象_鉄道_JR_4","跨線対象_鉄道_大手民鉄_1","跨線対象_鉄道_大手民鉄_2","跨線対象_鉄道_大手民鉄_3","跨線対象_鉄道_準大手_1","跨線対象_鉄道_準大手_2","跨線対象_鉄道_公営_1","跨線対象_鉄道_公営_2","跨線対象_鉄道_中小民鉄_1","跨線対象_鉄道_中小民鉄_2","跨線対象_鉄道_中小民鉄_3","跨線対象_鉄道_中小民鉄転換鉄道等_1","跨線対象_鉄道_中小民鉄転換鉄道等_2","跨線対象_鉄道_貨物鉄道(JR以外）_1","跨線対象_鉄道_貨物鉄道(JR以外）_2","跨線対象_鉄道_モノレール_1","跨線対象_鉄道_モノレール_2","跨線対象_鉄道_新交通システム_1","跨線対象_鉄道_新交通システム_2","跨線対象_鉄道_鋼索鉄道_1","跨線対象_鉄道_鋼索鉄道_2","跨線対象_鉄道_無軌条電車_1","跨線対象_鉄道_無軌条電車_2","跨線対象_軌道_公営_1","跨線対象_軌道_公営_2","跨線対象_軌道_中小民鉄_1","跨線対象_軌道_中小民鉄_2","跨線対象_軌道_モノレール_1","跨線対象_軌道_モノレール_2","跨線対象_軌道_新交通システム_1","跨線対象_軌道_新交通システム_2","跨線対象_その他","通行規制_規制内容","通行規制_規制内容_詳細","通行規制_新規追加","通行規制_規制内容変更","通行規制_開始年度","通行規制_規制までの橋齢","規制解除（予定）年度","規制原因_自由入力","通行規制_原因コード","通行規制_原因_具体的内容の分類","通行規制_原因_詳細","補修等実施状況","補修等実施予定時期","補修等実施予定年月","撤去措置区分","新設設計時の適用基準","橋の重要度","耐震補強の状況","性能３を満たすための対策状況","性能３を満たすための対策完了目標年度","性能２を満たすための対策状況","性能２を満たすための対策完了目標年度","橋種_一般橋","橋種_特殊橋_トラス橋","橋種_特殊橋_吊り橋","橋種_特殊橋_斜張橋","橋種_特殊橋_その他特殊橋梁","対策メニュー_基礎（フーチング含む）","対策メニュー_橋台","対策メニュー_橋脚","対策メニュー_橋脚_うち段落とし部","縁対策メニュー_縁端拡幅","対策メニュー_落橋防止構造","対策メニュー_変位制限構造（横変位拘束構造）","対策メニュー_支承交換","対策メニュー_段差防止構造","対策メニュー_上部工補強","対策メニュー_その他","図面の有無","基礎の耐震補強_適用基準・図面類","基礎の耐震補強_基礎の照査結果","基礎の耐震補強_液状化エリア","基礎の耐震補強_簡易判定","単径間の橋梁_種類","単径間の橋梁_照査の有無","ロッキング橋脚を有する橋梁","パイルベント橋脚を有する橋梁","全国地震予想地図での発生確率","跨道橋_用途種別","跨道橋の状況_現在未使用","跨道橋の状況_今後の利用","跨道橋の状況_撤去計画の有無","跨道橋の状況_撤去計画無しの理由","跨道橋下の管理者_会社名","跨道橋下の管理者_支社名","跨道橋下の管理者_事務所名","跨道橋下の路線情報_路線区別","跨道橋下の路線情報_高速道路等名称","位置情報_IC間_自","位置情報_IC間_至","位置情報_KP","跨線橋下管理者との管理協定の締結","管理協定_無しの理由","点検実施状況","点検を委託で実施","点検方法","跨線橋下管理者との共有","点検結果_最新の点検時期","点検結果_5年以内の対策","修繕の内容_はく落対策_実施状況","修繕の内容_壁高欄補修_実施状況","修繕の内容_コンクリたたき落とし_実施状況","修繕の内容_塗替塗装_実施状況","修繕の内容_クラック補修_実施状況","修繕の内容_架替_実施状況","修繕の内容_その他_具体的内容","修繕の内容_その他_実施状況","修繕の内容_未実施の理由","耐震補強_実施状況","耐震未照査_該当","耐震未照査_照査実施計画年度","未移管跨線橋_該当","未移管跨線橋_区分","要請（公表）するべきもの","本来管理者_区分","本来管理者名（移管予定先）","移管後_道路法上の道路_該当","移管後_用途種別","移管状況","移管時期"
"36.07234,138.00373","BR0-202151-00072",,,,"いこいの森橋","(ｲｺｲﾉﾓﾘﾊﾞｼ)","市道（１級）塩尻勝弦線","市町村道","1980",,"1980","橋","7.0","1","7.1","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.07234","138.00373","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202012","Ⅱ",,"塩尻勝弦線_いこいの森橋.xlsx","路面の凹凸が生じている。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.97220,137.82153","BR0-202151-00073",,,,"綿沢橋","(ﾜﾀｻﾞﾜﾊﾞｼ)","市道（２級）楢川小中学校線","市町村道","1972",,"1972","橋","7.0","1","3.5","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","35.97220","137.82153","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2021","202105","Ⅱ",,"楢川小中学校線_綿沢橋.xlsx","損傷は見られるが、橋梁の機能低下となる損傷ではないため、経過観察とする。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.95711,137.80303","BR0-202151-00074",,,,"鳥居峠線336号橋","(ﾄﾘｲﾄｳｹﾞ336ｺﾞｳﾊｼ)","市道鳥居峠２号線","市町村道","2002",,"2002","橋","7.0","1","1.1","⑧Ｈ型鋼橋（継手なし）_Ｈ形鋼（非合成）","鋼橋","桁橋(H桁)","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","35.95711","137.80303","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2021","202106","Ⅱ",,"鳥居峠2号線_鳥居峠336号橋.xlsx","上部構造全体に腐食(さび)がみられる。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図あり","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.88113,137.83073","BR0-202151-00075",,,,"ヌルデ（中）橋","(ﾇﾙﾃﾞｻﾜﾅｶﾊｼ)","市道ヌルデ線","市町村道","1965",,"1965","橋","7.0","1","3.6","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","35.88113","137.83073","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2021","202105","Ⅱ",,"ヌルデ線_ヌルデ(中)橋.xlsx","損傷が見られるが、橋梁の機能低下となる損傷は見られないため、経過観察とする。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"26%以上",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.90688,137.81361","BR0-202151-00076",,,,"姥神沢橋","(ｳﾊﾞｶﾞﾐｻﾞﾜﾊﾞｼ)","市道（１級）権兵衛峠旧国道線","市町村道","1965",,"1965","橋","6.6","1","6.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","35.90688","137.81361","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202103","Ⅱ",,"権兵衛峠旧国道線_姥神沢橋.xlsx","地覆に欠損が生じている。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.90008,137.81911","BR0-202151-00077",,,,"ずみ澤橋","(ｽﾞﾐｻﾜﾊﾞｼ)","市道（１級）権兵衛峠旧国道線","市町村道","1987",,"1987","橋","7.0","1","9.2","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","35.90008","137.81911","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202103","Ⅱ",,"権兵衛峠旧国道線_ずみ澤橋.xlsx","主桁に鉄筋露出・うき・ひびわれ・遊離石灰、橋台に鉄筋露出・劣化が生じている。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.15134,137.97946","BR0-202151-00078",,,,"南洞川二の橋","(ﾐﾅﾐﾎﾞﾗｶﾞﾜﾆﾉﾊｼ)","市道（１級）久保在家南線","市町村道","1988",,"1988","橋","6.0","1","4.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.15134","137.97946","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202010","Ⅰ",,"久保在家田谷線_南洞川二の橋.xlsx","橋の機能低下となる損傷無しのため、健全とする。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.14731,137.97624","BR0-202151-00079",,,,"長峰橋","(ﾅｶﾞﾐﾈﾊﾞｼ)","市道南原片丘住宅団地線","市町村道","1985",,"1985","橋","6.4","1","6.0","④ＰＣ橋_ＰＣ床版橋（その他）","PC橋","床版橋","逆Ｔ式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.14731","137.97624","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202010","Ⅰ",,"南原片丘住宅団地線_長峰橋.xlsx","橋の機能低下となる損傷無しのため、健全とする。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.14875,138.01339","BR0-202151-00080",,,,"塩沢川三の橋","(ｼｵｻﾞﾜｶﾞﾜｻﾝﾉﾊｼ)","市道（１級）高ボッチ線","市町村道","2003",,"2003","橋","8.8","1","5.0","③ＲＣ橋_ＲＣ溝橋（ＢＯＸカルバート）","RC橋","溝橋(カルバート)","ラーメン橋脚（ＲＣ）","直接基礎","○","市区町村","塩尻市","塩尻市","長野県","塩尻市","36.14875","138.01339","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2022","202303","Ⅱ","市道高ボッチ線_塩沢川三の橋.xlsx","市道（１級）高ボッチ線_塩沢川三の橋.xlsx","橋台にひびわれがみられる。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H14道示","Ａ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図あり","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.07840,137.87860","BR0-202151-00081",,,,"罠沢橋","(ﾜﾅｻﾞﾜﾊﾞｼ)","市道（２級）長崎奥平線","市町村道","1960",,"1960","橋","5.6","1","4.6","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.07840","137.87860","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202103","Ⅲ","長崎奥平線_罠沢橋.xlsx","長崎奥平線_罠沢橋.xlsx","主桁･下橋台に劣化、下部構造に欠損が生じている。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.07741,137.91807","BR0-202151-00082",,,,"尾沢川二の橋","(ｵｻﾜｶﾞﾜﾆﾉﾊｼ)","市道三度帰線","市町村道","1974",,"1974","橋","5.4","1","2.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.07741","137.91807","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2023","202308","Ⅱ","市道三度帰線_尾沢川二の橋.xlsx","市道三度帰線_尾沢川二の橋.xlsx","部分的に損傷がみられる。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.09976,137.96583","BR0-202151-00083",,,,"中条橋","(ﾅｶｼﾞｮｳﾊｼ)","市道西条線","市町村道","1983",,"1983","橋","5.6","1","6.4","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.09976","137.96583","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2024","202411","Ⅱ","西条線_中条橋.xlsx","市道西条線_中条橋.xlsx","(橋全体)
構造単位での耐荷性能は低下しておらず、異常等見られないことから次回点検までに何らかの変状が生じる可能性は低いと思われる。
(下部構造)
一部遊離石灰が見られるが、発生量も多くないことから直ちに耐荷性能影響は少ないと思われる。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.09756,137.96342","BR0-202151-00084",,,,"石川橋","(ｲｼｶﾜﾊｼ)","市道石川線","市町村道","1986",,"1986","橋","5.7","1","3.2","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.09756","137.96342","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2024","202411","Ⅱ","石川線_石川橋.xlsx","市道石川線_石川橋.xlsx","(橋全体)
構造単位での耐荷性能は低下しておらず、異常等見られないことから次回点検までに何らかの変状が生じる可能性は低いと思われる。
(下部構造)
一部ひび割れが見られるが、直ちに構造上影響が出るものではないため経過を観察する。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.09195,137.98143","BR0-202151-00085",,,,"権現川上西条三の橋","(ｺﾞﾝｹﾞﾝｶﾞﾜｶﾐﾆｼｼﾞｮｳｻﾝﾉﾊｼ)","市道上西条東道線","市町村道","1985",,"1985","橋","5.6","1","3.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.09195","137.98143","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2024","202411","Ⅰ","上西条東道線_権現川上西条三の橋.xlsx","市道上西条東道線_権現川上西条三の橋.xlsx","(橋全体)
構造単位での耐荷性能は低下しておらず、異常等見られないことから次回点検までに何らかの変状が生じる可能性は低いと思われる。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.09171,137.99957","BR0-202151-00086",,,,"みどり湖東橋","(ﾐﾄﾞﾘｺﾆｶﾞｼﾊｼ)","市道（１級）みどり湖線","市町村道","1966",,"1966","橋","6.0","1","4.5","④ＰＣ橋_プレテンＴ桁","PC橋","桁橋(T桁)","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.09171","137.99957","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202103","Ⅲ",,"みどり湖線_みどり湖東橋.xlsx","橋台の基礎が抜けている箇所が生じている。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.09073,138.00226","BR0-202151-00087",,,,"田川浦橋","(ﾀｶﾞﾜｳﾗﾊﾞｼ)","市道（２級）田川浦東山線","市町村道","1966",,"1966","橋","5.6","1","3.9","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.09073","138.00226","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202012","Ⅱ",,"田川浦東山線_田川浦橋.xlsx","主桁に遊離石灰、A1橋台や地覆に剥離・鉄筋露出が生じている。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.06728,137.99432","BR0-202151-00088",,,,"小野川三の橋","(ｵﾉｶﾞﾜｻﾝﾉﾊｼ)","市道（２級）うつぎ平１号線","市町村道","1980","1971～1980年",,"橋","5.2","1","3.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.06728","137.99432","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202012","Ⅱ",,"市道 うつぎ平線_小野川三の橋.xlsx","主桁に表面劣化が生じている。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.05767,137.98413","BR0-202151-00089",,,,"追平橋","(ｵｲﾀﾞｲﾗﾊﾞｼ)","市道地ごく谷上田線","市町村道","1980",,"1980","橋","6.0","1","3.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.05767","137.98413","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202006","Ⅰ",,"地ごく谷上田線_追平橋.xlsx","橋の機能低下となる損傷無しのため、健全とする。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.05541,137.97344","BR0-202151-00090",,,,"前田川上田橋","(ﾏｴﾀﾞｶﾞﾜｳｴﾀﾞﾊﾞｼ)","市道城山線","市町村道","1990",,"1990","橋","5.7","1","4.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.05541","137.97344","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202006","Ⅱ",,"城山線_前田川上田橋.xlsx","橋の機能に影響はないため、経過観察とする。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図あり","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"～6%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.07498,137.92518","BR0-202151-00091",,,,"尾沢川一の橋","(ｵｻﾜｶﾞﾜｲﾁﾉﾊｼ)","市道尾沢線","市町村道","1974",,"1974","橋","5.5","1","3.5","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.07498","137.92518","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2023","202308","Ⅰ","市道尾沢線_尾沢川一の橋.xlsx","市道尾沢線_尾沢川一の橋.xlsx","健全である。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.14731,137.96826","BR0-202151-00092",,,,"小場ヶ沢橋","(ｵﾊﾞｶﾞｻﾜﾊﾞｼ)","市道上り側道北熊井線","市町村道","1986",,"1986","橋","6.0","1","5.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","塩尻市","塩尻市","長野県","塩尻市","36.14731","137.96826","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2020","202012","Ⅱ",,"上り側道北熊井線_小場ヶ沢橋.xlsx","主桁や橋台にひびわれ、防護柵の支柱基部に腐食が生じている。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
