"施設ID","作業用番号","作業内容フラグ_区分","作業内容フラグ_内訳","作業内容フラグ_内訳補足","施設名","施設名_ﾌﾘｶﾞﾅ","路線名","道路種別","架設年度_西暦","架設年度_推測","供用年度_西暦","橋梁種別","橋長(m)","径間数","幅員(m)","上部構造形式","上部工（使用材料）","上部工（構造形式）","下部構造形式","基礎形式","溝橋(ｶﾙﾊﾞｰﾄ)","道路管理者_区分","道路管理者_名称","道路管理者_管理事務所名","行政区域_都道府県名","行政区域_市区町村名","起点側位置_緯度","起点側位置_経度","距離標(KP)","上り・下り線","当該道路_緊急輸送路","道路橋下状況_道路_緊急輸送路","道路橋下状況_道路_道路管理者","道路橋下状況_鉄道","代替路の有無","自専道/一般道","高規格幹線道路区分","占用物件(名称)","施設諸元_備考","点検記録_点検実施年度","点検記録_点検実施年月","点検記録_判定区分","過去の点検表記録様式ファイル名","点検表記録様式ファイル名","所見等(任意)","長寿命化修繕計画","点検・修繕_備考","確認書記載_点検・修繕計画_2019","確認書記載_点検・修繕計画_2020","確認書記載_点検・修繕計画_2021","確認書記載_点検・修繕計画_2022","確認書記載_点検・修繕計画_2023","確認書記載_点検・修繕計画_2024","確認書記載_点検・修繕計画_2025","確認書記載_点検・修繕計画_2026","確認書記載_点検・修繕計画_2027","確認書記載_点検・修繕計画_2028","確認書記載_点検方法","確認書記載_修繕方法","確認書記載_点検済分類","確認書記載_跨線部判定結果","確認書記載_修繕済分類","確認書記載_跨線部再判定結果","確認書に点検時期の記載がない理由","跨線対象_鉄道_JR_1","跨線対象_鉄道_JR_2","跨線対象_鉄道_JR_3","跨線対象_鉄道_JR_4","跨線対象_鉄道_大手民鉄_1","跨線対象_鉄道_大手民鉄_2","跨線対象_鉄道_大手民鉄_3","跨線対象_鉄道_準大手_1","跨線対象_鉄道_準大手_2","跨線対象_鉄道_公営_1","跨線対象_鉄道_公営_2","跨線対象_鉄道_中小民鉄_1","跨線対象_鉄道_中小民鉄_2","跨線対象_鉄道_中小民鉄_3","跨線対象_鉄道_中小民鉄転換鉄道等_1","跨線対象_鉄道_中小民鉄転換鉄道等_2","跨線対象_鉄道_貨物鉄道(JR以外）_1","跨線対象_鉄道_貨物鉄道(JR以外）_2","跨線対象_鉄道_モノレール_1","跨線対象_鉄道_モノレール_2","跨線対象_鉄道_新交通システム_1","跨線対象_鉄道_新交通システム_2","跨線対象_鉄道_鋼索鉄道_1","跨線対象_鉄道_鋼索鉄道_2","跨線対象_鉄道_無軌条電車_1","跨線対象_鉄道_無軌条電車_2","跨線対象_軌道_公営_1","跨線対象_軌道_公営_2","跨線対象_軌道_中小民鉄_1","跨線対象_軌道_中小民鉄_2","跨線対象_軌道_モノレール_1","跨線対象_軌道_モノレール_2","跨線対象_軌道_新交通システム_1","跨線対象_軌道_新交通システム_2","跨線対象_その他","通行規制_規制内容","通行規制_規制内容_詳細","通行規制_新規追加","通行規制_規制内容変更","通行規制_開始年度","通行規制_規制までの橋齢","規制解除（予定）年度","規制原因_自由入力","通行規制_原因コード","通行規制_原因_具体的内容の分類","通行規制_原因_詳細","補修等実施状況","補修等実施予定時期","補修等実施予定年月","撤去措置区分","新設設計時の適用基準","橋の重要度","耐震補強の状況","性能３を満たすための対策状況","性能３を満たすための対策完了目標年度","性能２を満たすための対策状況","性能２を満たすための対策完了目標年度","橋種_一般橋","橋種_特殊橋_トラス橋","橋種_特殊橋_吊り橋","橋種_特殊橋_斜張橋","橋種_特殊橋_その他特殊橋梁","対策メニュー_基礎（フーチング含む）","対策メニュー_橋台","対策メニュー_橋脚","対策メニュー_橋脚_うち段落とし部","縁対策メニュー_縁端拡幅","対策メニュー_落橋防止構造","対策メニュー_変位制限構造（横変位拘束構造）","対策メニュー_支承交換","対策メニュー_段差防止構造","対策メニュー_上部工補強","対策メニュー_その他","図面の有無","基礎の耐震補強_適用基準・図面類","基礎の耐震補強_基礎の照査結果","基礎の耐震補強_液状化エリア","基礎の耐震補強_簡易判定","単径間の橋梁_種類","単径間の橋梁_照査の有無","ロッキング橋脚を有する橋梁","パイルベント橋脚を有する橋梁","全国地震予想地図での発生確率","跨道橋_用途種別","跨道橋の状況_現在未使用","跨道橋の状況_今後の利用","跨道橋の状況_撤去計画の有無","跨道橋の状況_撤去計画無しの理由","跨道橋下の管理者_会社名","跨道橋下の管理者_支社名","跨道橋下の管理者_事務所名","跨道橋下の路線情報_路線区別","跨道橋下の路線情報_高速道路等名称","位置情報_IC間_自","位置情報_IC間_至","位置情報_KP","跨線橋下管理者との管理協定の締結","管理協定_無しの理由","点検実施状況","点検を委託で実施","点検方法","跨線橋下管理者との共有","点検結果_最新の点検時期","点検結果_5年以内の対策","修繕の内容_はく落対策_実施状況","修繕の内容_壁高欄補修_実施状況","修繕の内容_コンクリたたき落とし_実施状況","修繕の内容_塗替塗装_実施状況","修繕の内容_クラック補修_実施状況","修繕の内容_架替_実施状況","修繕の内容_その他_具体的内容","修繕の内容_その他_実施状況","修繕の内容_未実施の理由","耐震補強_実施状況","耐震未照査_該当","耐震未照査_照査実施計画年度","未移管跨線橋_該当","未移管跨線橋_区分","要請（公表）するべきもの","本来管理者_区分","本来管理者名（移管予定先）","移管後_道路法上の道路_該当","移管後_用途種別","移管状況","移管時期"
"36.11653,137.87597","BR0-204510-00011",,,,"２１号橋","(ﾆｼﾞｭｳｲﾁｺﾞｳｷｮｳ)","村道西洗馬１２号線","市町村道","1997",,,,"2.8","1","7.0","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋",,,,"市区町村","朝日村","朝日村","長野県","朝日村","36.11653","137.87597","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2021","202108","Ⅱ",,"20_西洗馬幹12号線_21号橋.xlsx","主桁下面に遊離石灰あり。橋面防水機能の低下が原因と推察する。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.12500,137.87944","BR0-204510-00012",,,,"２３号橋","(ﾆｼﾞｭｳｻﾝｺﾞｳｷｮｳ)","村道小野沢２７号線","市町村道","2000",,,,"13.5","1","5.2","②鋼橋(リベット継手)_Ｉ桁（非合成）","鋼橋","床版橋","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.12500","137.87944","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2021","202109","Ⅱ",,"21_小野沢27号線_23号橋.xlsx","橋座の土砂堆積、漏水が見られる。伸縮装置の変形が原因と推察する。橋座の土砂堆積の進行が見られる。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.14722,137.88083","BR0-204510-00013",,,,"古見１号橋","(ｺﾐｲﾁｺﾞｳｷｮｳ)","村道大原３５号線","市町村道","1976",,,,"2.6","1","4.5","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.14722","137.88083","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2021","202109","Ⅰ",,"22_大原35号線_古見1号橋.xlsx","地覆の欠損はあるが、健全である。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.12889,137.88417","BR0-204510-00014",,,,"松ノ木橋","(ﾏﾂﾉｷﾊｼ)","村道（１級）西洗馬幹１号線","市町村道","1971",,,,"61.0","3","8.0","③ＲＣ橋_ＲＣ　Ｔ桁","RC橋","床版橋","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.12889","137.88417","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2021","202110","Ⅱ",,"01_西洗馬幹１号線_松の木橋.xlsx","上部工に幅0.20mm未満のひびわれが見られる。補修箇所および未補修箇所の大きな進行はない。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ｂ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.12500,137.85222","BR0-204510-00015",,,,"上針尾橋","(ｶﾐﾊﾘｵﾊｼ)","村道（２級）針尾幹２号線","市町村道","1972",,,,"35.4","2","6.5","③ＲＣ橋_ＲＣ　Ｔ桁","RC橋","床版橋","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.12500","137.85222","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2021","202110","Ⅱ",,"04_針尾幹2号線_上針尾橋.xlsx","主桁に鉛直方向ひびわれが見られる。乾燥収縮が原因と推察するが、ひびわれが２径間ともに上部工中間部に集中していることから、疲労の進行も疑われる。前回点検時からひびわれ範囲は拡大している。要経過観察。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ｂ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.11611,137.83722","BR0-204510-00016",,,,"舟ケ沢橋","(ﾌﾅｶﾞｻﾜﾊｼ)","村道（２級）入二幹１号線","市町村道","1992",,,,"15.4","1","8.2","④ＰＣ橋_プレテン中空床版","PC橋","床版橋","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.11611","137.83722","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2021","202108","Ⅱ",,"03_入二幹1号線_舟ヶ沢橋.xlsx","舗装全体のひびわれは、車両荷重による経年劣化が原因と推察する。前回点検時からひびわれ範囲は拡大している。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H2道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.11778,137.84000","BR0-204510-00017",,,,"御道開渡橋","(ﾐﾄﾞｶﾞｲﾄｳﾊｼ)","村道入二６号線","市町村道","1972",,,,"34.1","2","4.8","①鋼橋(ボルト又は鋼溶継手)_Ｉ桁（合成）","鋼橋","桁橋(I桁(合成))","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.11778","137.84000","無し","上下線","指定無し","×",,"無し","有","一般道",,,,"2021","202111","Ⅲ",,"05_入二6号線_御道開渡橋.xlsx","支承部に腐食、アンカーボルト抜け出しが見られる。伸縮部からの漏水と主桁の温度伸縮の繰返しや地震等の外力が原因と推察する。前回点検時から下部工の変状が進行している。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ｂ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.10250,137.82583","BR0-204510-00018",,,,"三俣橋","(ﾐﾂﾏﾀﾊｼ)","村道入二１６号線","市町村道","1967",,,,"25.1","2","7.2","④ＰＣ橋_プレテン中空床版","PC橋","床版橋","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.10250","137.82583","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2021","202109","Ⅲ",,"07_入二16号線_三俣橋.xlsx","上部工下面は前回点検時からひびわれと遊離石灰が拡がっている。全体的につらら状の遊離石灰が見られ橋面防水機能の低下が原因と推察する。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.12444,137.86917","BR0-204510-00019",,,,"熊久保大橋","(ｸﾏｸﾎﾞｵｵﾊｼ)","村道小野沢４号線","市町村道","2000",,,,"52.8","3","6.2","④ＰＣ橋_ラーメン橋","PC橋","斜張橋","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.12444","137.86917","無し","上下線","指定無し","二次","都道府県","無し","有","一般道",,,,"2021","202110","Ⅱ",,"09_小野沢4号線_熊久保大橋.xlsx","A2橋台にひびわれ（最大W=0.2mm）が見られる。乾燥収縮が原因と推察。変状は前回点検時から大きな進行はない。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ｂ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.12583,137.86972","BR0-204510-00020",,,,"古見原１号橋","(ｺﾐﾊﾗｲﾁｺﾞｳｷｮｳ)","村道大原１５号線","市町村道","2001",,,,"43.4","3","6.2","④ＰＣ橋_ラーメン橋","PC橋","斜張橋","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.12583","137.86972","無し","上下線","指定無し","二次","都道府県","無し","有","一般道",,,,"2021","202110","Ⅱ",,"08_大原15号線_古見原１号橋.xlsx","主構（桁・脚）側面にひびわれ（最大W=0.2mm）が見られる。乾燥収縮が原因と推察する。前回点検時から大きな進行はない。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ｂ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.10167,137.82528","BR0-204510-00021",,,,"樫俣１号橋","(ｶｼﾏﾀｲﾁｺﾞｳｷｮｳ)","村道入二１７号線","市町村道","2002",,,,"18.7","1","7.5","④ＰＣ橋_プレテン中空床版","PC橋","床版橋","その他（橋脚）","その他",,"市区町村","朝日村","朝日村","長野県","朝日村","36.10167","137.82528","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2021","202108","Ⅱ",,"06_入二17号線_樫俣1号橋.xlsx","舗装のひびわれは、輪荷重による破損と推察する。前回点検時からひびわれの範囲が拡がっている。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
