"施設ID","作業用番号","作業内容フラグ_区分","作業内容フラグ_内訳","作業内容フラグ_内訳補足","施設名","施設名_ﾌﾘｶﾞﾅ","路線名","道路種別","架設年度_西暦","架設年度_推測","供用年度_西暦","橋梁種別","橋長(m)","径間数","幅員(m)","上部構造形式","上部工（使用材料）","上部工（構造形式）","下部構造形式","基礎形式","溝橋(ｶﾙﾊﾞｰﾄ)","道路管理者_区分","道路管理者_名称","道路管理者_管理事務所名","行政区域_都道府県名","行政区域_市区町村名","起点側位置_緯度","起点側位置_経度","距離標(KP)","上り・下り線","当該道路_緊急輸送路","道路橋下状況_道路_緊急輸送路","道路橋下状況_道路_道路管理者","道路橋下状況_鉄道","代替路の有無","自専道/一般道","高規格幹線道路区分","占用物件(名称)","施設諸元_備考","点検記録_点検実施年度","点検記録_点検実施年月","点検記録_判定区分","過去の点検表記録様式ファイル名","点検表記録様式ファイル名","所見等(任意)","長寿命化修繕計画","点検・修繕_備考","確認書記載_点検・修繕計画_2019","確認書記載_点検・修繕計画_2020","確認書記載_点検・修繕計画_2021","確認書記載_点検・修繕計画_2022","確認書記載_点検・修繕計画_2023","確認書記載_点検・修繕計画_2024","確認書記載_点検・修繕計画_2025","確認書記載_点検・修繕計画_2026","確認書記載_点検・修繕計画_2027","確認書記載_点検・修繕計画_2028","確認書記載_点検方法","確認書記載_修繕方法","確認書記載_点検済分類","確認書記載_跨線部判定結果","確認書記載_修繕済分類","確認書記載_跨線部再判定結果","確認書に点検時期の記載がない理由","跨線対象_鉄道_JR_1","跨線対象_鉄道_JR_2","跨線対象_鉄道_JR_3","跨線対象_鉄道_JR_4","跨線対象_鉄道_大手民鉄_1","跨線対象_鉄道_大手民鉄_2","跨線対象_鉄道_大手民鉄_3","跨線対象_鉄道_準大手_1","跨線対象_鉄道_準大手_2","跨線対象_鉄道_公営_1","跨線対象_鉄道_公営_2","跨線対象_鉄道_中小民鉄_1","跨線対象_鉄道_中小民鉄_2","跨線対象_鉄道_中小民鉄_3","跨線対象_鉄道_中小民鉄転換鉄道等_1","跨線対象_鉄道_中小民鉄転換鉄道等_2","跨線対象_鉄道_貨物鉄道(JR以外）_1","跨線対象_鉄道_貨物鉄道(JR以外）_2","跨線対象_鉄道_モノレール_1","跨線対象_鉄道_モノレール_2","跨線対象_鉄道_新交通システム_1","跨線対象_鉄道_新交通システム_2","跨線対象_鉄道_鋼索鉄道_1","跨線対象_鉄道_鋼索鉄道_2","跨線対象_鉄道_無軌条電車_1","跨線対象_鉄道_無軌条電車_2","跨線対象_軌道_公営_1","跨線対象_軌道_公営_2","跨線対象_軌道_中小民鉄_1","跨線対象_軌道_中小民鉄_2","跨線対象_軌道_モノレール_1","跨線対象_軌道_モノレール_2","跨線対象_軌道_新交通システム_1","跨線対象_軌道_新交通システム_2","跨線対象_その他","通行規制_規制内容","通行規制_規制内容_詳細","通行規制_新規追加","通行規制_規制内容変更","通行規制_開始年度","通行規制_規制までの橋齢","規制解除（予定）年度","規制原因_自由入力","通行規制_原因コード","通行規制_原因_具体的内容の分類","通行規制_原因_詳細","補修等実施状況","補修等実施予定時期","補修等実施予定年月","撤去措置区分","新設設計時の適用基準","橋の重要度","耐震補強の状況","性能３を満たすための対策状況","性能３を満たすための対策完了目標年度","性能２を満たすための対策状況","性能２を満たすための対策完了目標年度","橋種_一般橋","橋種_特殊橋_トラス橋","橋種_特殊橋_吊り橋","橋種_特殊橋_斜張橋","橋種_特殊橋_その他特殊橋梁","対策メニュー_基礎（フーチング含む）","対策メニュー_橋台","対策メニュー_橋脚","対策メニュー_橋脚_うち段落とし部","縁対策メニュー_縁端拡幅","対策メニュー_落橋防止構造","対策メニュー_変位制限構造（横変位拘束構造）","対策メニュー_支承交換","対策メニュー_段差防止構造","対策メニュー_上部工補強","対策メニュー_その他","図面の有無","基礎の耐震補強_適用基準・図面類","基礎の耐震補強_基礎の照査結果","基礎の耐震補強_液状化エリア","基礎の耐震補強_簡易判定","単径間の橋梁_種類","単径間の橋梁_照査の有無","ロッキング橋脚を有する橋梁","パイルベント橋脚を有する橋梁","全国地震予想地図での発生確率","跨道橋_用途種別","跨道橋の状況_現在未使用","跨道橋の状況_今後の利用","跨道橋の状況_撤去計画の有無","跨道橋の状況_撤去計画無しの理由","跨道橋下の管理者_会社名","跨道橋下の管理者_支社名","跨道橋下の管理者_事務所名","跨道橋下の路線情報_路線区別","跨道橋下の路線情報_高速道路等名称","位置情報_IC間_自","位置情報_IC間_至","位置情報_KP","跨線橋下管理者との管理協定の締結","管理協定_無しの理由","点検実施状況","点検を委託で実施","点検方法","跨線橋下管理者との共有","点検結果_最新の点検時期","点検結果_5年以内の対策","修繕の内容_はく落対策_実施状況","修繕の内容_壁高欄補修_実施状況","修繕の内容_コンクリたたき落とし_実施状況","修繕の内容_塗替塗装_実施状況","修繕の内容_クラック補修_実施状況","修繕の内容_架替_実施状況","修繕の内容_その他_具体的内容","修繕の内容_その他_実施状況","修繕の内容_未実施の理由","耐震補強_実施状況","耐震未照査_該当","耐震未照査_照査実施計画年度","未移管跨線橋_該当","未移管跨線橋_区分","要請（公表）するべきもの","本来管理者_区分","本来管理者名（移管予定先）","移管後_道路法上の道路_該当","移管後_用途種別","移管状況","移管時期"
"36.21970,137.90430","BR0-202029-00113",,,,"無名橋（１４０２５）","(ﾑﾒｲﾊﾞｼ(14025)","市道８６０３号線","市町村道","不明","1961～1970年",,"橋","2.5","1","4.5","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.21970","137.90430","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅱ",,"市道8603号線_無名橋(14025).xlsx","床版下面にひびわれ及びひびわれからの漏水、下部工にジャンカ及びジャンカからの漏水が見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.22615,137.91046","BR0-202029-00114",,,,"無名橋（１４０２７）","(ﾑﾒｲﾊﾞｼ(14027))","市道８０１８号線","市町村道","1990",,"1990","橋","5.1","1","3.6","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.22615","137.91046","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2020","202012","Ⅱ",,"市道8018号線_無名橋（14027）.xlsx","A2側の舗装面に凹凸、最大ｔ＝45ｍｍが生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.22402,137.91029","BR0-202029-00115",,,,"無名橋（１４０２８）","(ﾑﾒｲﾊﾞｼ(14028)","市道８６５３号線","市町村道","1989",,,"橋","2.7","1","5.3","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.22402","137.91029","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2022","202211","Ⅱ","市道8653号線_無名橋(14028).xlsx","市道8653号線_無名橋(14028).xlsx",,"○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.22374,137.91164","BR0-202029-00116",,,,"無名橋（１４０２９）","(ﾑﾒｲﾊﾞｼ(14029)","市道８０１７号線","市町村道","不明","1981～1990年",,"橋","3.0","1","7.9","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.22374","137.91164","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2022","202211","Ⅱ","市道8017号線_無名橋(14029)-2017.xlsx","市道8017号線_無名橋(14029).xlsx",,"○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.22646,137.91543","BR0-202029-00117",,,,"無名橋（１４０３０）","(ﾑﾒｲﾊﾞｼ(14030))","市道８０１５号線","市町村道","1990",,"1990","橋","5.3","1","4.0","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.22646","137.91543","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2020","202012","Ⅱ",,"市道8015号線_無名橋（14030）.xlsx","路面に凹凸が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.22436,137.91487","BR0-202029-00118",,,,"無名橋（１４０３１）","(ﾑﾒｲﾊﾞｼ(14031))","市道８０１５号線","市町村道","1990",,"1990","橋","6.2","1","4.0","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.22436","137.91487","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","水道",,"2020","202012","Ⅱ",,"市道8015号線_無名橋（14031）.xlsx","舗装に欠損あり。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.22444,137.91738","BR0-202029-00119",,,,"無名橋（１４０３２）","(ﾑﾒｲﾊﾞｼ(14032)","市道７０２８号線","市町村道","不明","1981～1990年",,"橋","2.6","1","4.5","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.22444","137.91738","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2024","202412","Ⅱ","市道7028号線_無名橋14032.xlsx","市道7028号線_無名橋(14032).xlsx","【上部構造】
　形式はRC床版である。
　主桁下面は、W0.10mmのひびわれや遊離石灰の析出が見られる。また、起点上流側の桁端部においてコンクリートの剥離が見られる。どの損傷も局部的で軽微な損傷である。前回点検からの損傷の進行はほとんど見られず、現時点では想定される事象への影響はないと判断されるが、遊離石灰析出はひびわれからのものと推察され、損傷の進行が懸念されるため必要に応じて予防保全的な対策が望ましい。
【下部構造】
　コンクリート橋台である。
　橋台前面は、W0.10mmのひびわれが数本見られる。また、橋面側のパラペット天端に、局部的な角落ちのような欠損が見られる。いずれも軽微な損傷である。前回点検からの損傷の進行は、ほとんど見られない。現時点では想定される事象への影響はないと判断される。
【上下部接合部】
　橋座部からの漏水跡が見られる。周辺部材への影響は見られないことから、現時点では想定される事象への影響はないと判断される。
【総合評価】
　前回点検からの大きな損傷の進行は見られないが、頂版下面の遊離石灰析出は、ひびわれからのものと推察され、今後の損傷の進行が懸念されるため橋梁の健全性区分は「Ⅱ」と判定した。今後も定期点検による経過観察を行い、劣化の進行状況を把握し、状況に応じて予防保全的な対策をとることが望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.23470,137.92437","BR0-202029-00120",,,,"小宮橋（１４０３５）","(ｺﾐﾔﾊﾞｼ)","市道８５２９号線","市町村道","1969",,,"橋","3.7","1","6.5","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.23470","137.92437","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2022","202211","Ⅲ","市道8529号線_小宮橋(14035)-2017.xlsx","市道8529号線_小宮橋.xlsx",,"○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.23180,137.92014","BR0-202029-00121",,,,"無名橋（１４０３６）","(ﾑﾒｲﾊﾞｼ(14036))","市道８０１１号線","市町村道","1980",,"1980","橋","5.4","1","6.5","④ＰＣ橋_ＰＣ桁橋（その他）","PC橋","桁橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.23180","137.92014","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2024","202411","Ⅱ","市道 8011号線_無名橋（14036）.xlsx","市道8011号線_無名橋（14036）.xlsx","【上部構造】
・主桁間の間詰コンクリートにおいて、遊離石灰（一部錆汁を含む）が析出している。また、PC桁の何本かに橋軸方向のひび割れが生じている。ひびわれ幅が0.2㎜未満であり、桁内からの漏水や錆汁が確認されない。
【下部構造】
・損傷は見受けられず、健全である。
【上下部接続部】
・損傷は見受けられず、健全である。
【伸縮装置】
・橋面舗装により、目視確認できない。遊間からの漏水は、橋台及び上部工端部からは確認されない。
【総合評価】
・上部工下面に遊離石灰（一部錆汁を伴う）が析出していることから、要因として橋面から雨水等の浸透によるものと思われる。橋面舗装のひび割れは軽微であるが、本橋は排水装置がないため排水処理ができず、滞水しやすい状態であり、今後内部劣化を引き起こす可能性がある。よって、予防保全の観点から橋面からの水の侵入防止及び排水処理を目的とした措置が望ましいため、健全性の区分は「Ⅱ」とする。","○","判定の見直しによるもの",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.23004,137.91798","BR0-202029-00122",,,,"無名橋（１４０３７）","(ﾑﾒｲﾊﾞｼ(14037)","市道８０３８号線","市町村道","不明","1971～1980年",,"橋","2.2","1","4.7","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.23004","137.91798","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2022","202211","Ⅱ","市道8038号線_無名橋(14037)-2017.xlsx","市道8038号線_無名橋(14037).xlsx",,"○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.22952,137.92029","BR0-202029-00123",,,,"無名橋（１４０３８）","(ﾑﾒｲﾊﾞｼ(14038)","市道８０１１号線","市町村道","不明","1971～1980年",,"橋","3.0","1","6.5","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.22952","137.92029","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2022","202211","Ⅱ","市道8011号線_無名橋(14038)-2017.xlsx","市道8011号線_無名橋(14038).xlsx",,"○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.23341,137.92352","BR0-202029-00124",,,,"無名橋（１４０３９）","(ﾑﾒｲﾊﾞｼ(14039)","市道８１４０号線","市町村道","不明","1971～1980年",,"橋","2.9","1","4.4","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.23341","137.92352","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2022","202211","Ⅱ","市道8140号線_無名橋(14039)-2017.xlsx","市道8140号線_無名橋(14039).xlsx",,"○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.23408,137.92415","BR0-202029-00125",,,,"無名橋（１４０４０）","(ﾑﾒｲﾊﾞｼ(14040)","市道８０４２号線","市町村道","不明","1961～1970年",,"橋","4.0","1","2.9","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.23408","137.92415","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅲ","市道8042号線_無名橋(14040).xlsx","市道8042号線_無名橋(14040).xlsx","床版下面に、コンクリートの著しい剥離及び鉄筋露出が見られるため、早期の対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.22691,137.92113","BR0-202029-00126",,,,"無名橋（１４０４３）","(ﾑﾒｲﾊﾞｼ(14043))","市道８０１１号線","市町村道","1972",,"1972","橋","6.4","1","6.7","④ＰＣ橋_ＰＣ桁橋（その他）","PC橋","桁橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.22691","137.92113","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2024","202409","Ⅲ","市道 8011号線_無名橋（14043）.xlsx","市道 8011号線_無名橋（14043）.xlsx","（１）部材毎の評価
　・主   桁：Ⅱ （ひびわれ→乾燥収縮）
　・横   桁：Ⅰ
　・床   版：Ⅱ （遊離石灰→漏水）
　・下部工：Ⅰ
　・支   承：Ⅰ
　・その他：Ⅲ （舗装：ひびわれ）
　・その他：Ⅱ （伸縮装置：隙き→遊間の異常）

（２）損傷等の状況
　・上部構造について、舗装に著しいひびわれが生じ一体性を損なっており、床版下面へ漏水している。
　　損傷が進行した場合、舗装がブロック状に欠損し、走行の安全性が損なわれる可能性が高いと考えられる。
　　また、漏水により横締め鋼材が腐食した場合には破断する可能性もあり、早期に舗装を打ち換える必要がある。

（３）技術的な評価結果からの特筆すべき事項
　・支承がタイプＡであり、地震時には破損する恐れがある。
　・桁掛かり長が不足している。（必要桁かかり長≒0.73m＞現桁かかり0.38m）","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.22692,137.92161","BR0-202029-00127",,,,"無名橋（１４０４４）","(ﾑﾒｲﾊﾞｼ(14044)","市道８０１０号線","市町村道","不明","1981～1990年",,"橋","2.4","1","3.5","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.22692","137.92161","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2024","202412","Ⅰ","市道8010号線_無名橋14044.xlsx","市道8010号線_無名橋(14044).xlsx","【上部構造】
　形式はRC床版である。
　主桁下面は、幅員方向中央にW0.20mmの橋軸方向ひびわれが見られるが、前回点検からの損傷の進行はほとんど見られない。また、終点上流側桁端部においてコンクリートの剥離が見られるが、局部的で軽微な損傷である。
　橋面側において、桁背面と取付道路とに、最大55mmの段差が見られる。通行車両及び歩行者などに影響を及ぼす可能性があるため、擦り付け舗装の打ち替えが望ましいが現時点では想定される事象への影響はないと判断される。
【下部構造】
　コンクリート橋台である。
　橋台前面は、W0.25mmのひびわれが数本見られる。また、流水部において摩耗が原因の表面劣化が見られる。前回点検からの損傷の進行は、ほとんど見られない。現時点では想定される事象への影響はないと判断される。
【上下部接合部】
　支承部に現状異常は見られない。現時点では想定される事象への影響はないと判断される。
【総合評価】
　全体的に損傷は軽微であり、前回点検からの進行も見られないため、橋梁の健全性区分は「Ⅰ」判定とした。ただし、桁背面と取付道路との段差は、通行に支障を与える可能性があるため注意が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度実施済",,,,,,,,,,,,,
"36.22337,137.92268","BR0-202029-00128",,,,"無名橋（１４０４５）","(ﾑﾒｲﾊﾞｼ(14045)","市道７５２２号線","市町村道","不明","1981～1990年",,"橋","2.6","1","7.7","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.22337","137.92268","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202201","Ⅰ",,"市道7522号線_無名橋(14045).xlsx","上下部工に軽微な損傷が見られるが、概ね健全である。","○","判定の見直しによるもの",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.21878,137.92510","BR0-202029-00129",,,,"無名橋（１４０４７）","(ﾑﾒｲﾊﾞｼ(14047)","市道７５３０号線","市町村道","不明","1981～1990年",,"橋","2.0","1","7.4","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎","●","市区町村","松本市","松本市","長野県","松本市","36.21878","137.92510","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202201","Ⅱ",,"市道7530号線_無名橋(14047).xlsx","・頂版と側壁に多数のひびわれが見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.24231,137.93186","BR0-202029-00130",,,,"無名橋（１４０４９）","(ﾑﾒｲﾊﾞｼ(14049)","市道８００６号線","市町村道","不明","1981～1990年",,"橋","2.1","1","6.4","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.24231","137.93186","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅱ",,"市道8006号線_無名橋(14049).xlsx","床版及び下部工に表面劣化が見られ、支承部に遊間からの漏水が見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.24011,137.92913","BR0-202029-00131",,,,"無名橋（１４０５０）","(ﾑﾒｲﾊﾞｼ(14050)","市道８５３２号線","市町村道","不明","1981～1990年",,"橋","4.2","1","4.9","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.24011","137.92913","無し","上下線","指定無し","×",,"無し","有","一般道",,"水道",,"2021","202112","Ⅱ",,"市道8532号線_無名橋(14050).xlsx","床版にひび割れや鉄筋露出及び漏水が見られる。また、支承部に遊間からの漏水が見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.23893,137.92812","BR0-202029-00132",,,,"無名橋（１４０５１）","(ﾑﾒｲﾊﾞｼ(14051)","市道８１３６号線","市町村道","2005",,,"橋","2.0","1","3.7","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎","●","市区町村","松本市","松本市","長野県","松本市","36.23893","137.92812","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2024","202412","Ⅱ","市道8136号線_無名橋14051.xlsx","市道8136号線_無名橋(14051).xlsx","【上部構造】
　RCプレキャストボックスカルバートの溝橋である。
　頂版においては、ボックスカルバート接続部に漏水跡が見られる。また、W0.10mmのひびわれが数本見られる。前回点検からの損傷の進行はほとんど見られない。現時点では想定される事象への影響はないと判断される。
【下部構造】
　側壁は、Wmax0.35mmのひびわれが見られる。底版に現状異常は見られない。前回点検からの損傷の進行はほとんど見られず、現時点では想定される事象への影響はないと判断されるが、必要に応じて予防保全的な対策が望ましい。
【上下部接合部】
　ハンチ部において、側壁との境界にW0.15～0.35mmのひびわれが見られる。前回点検からの損傷の進行はほとんど見られず、現時点では想定される事象への影響はないと判断されるが、必要に応じて予防保全的な対策が望ましい。
【総合評価】
　全体的に前回点検からの損傷の進行はほとんど見られないが、側壁（ハンチ部）のひびわれは比較的幅が広いため、橋梁の健全性区分は「Ⅱ」と判定した。今後も定期点検による経過観察を行い、劣化の進行状況を把握し、状況に応じて予防保全的な対策をとることが望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H14道示","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H26年度実施済",,,,,,,,,,,,,
