"施設ID","作業用番号","作業内容フラグ_区分","作業内容フラグ_内訳","作業内容フラグ_内訳補足","施設名","施設名_ﾌﾘｶﾞﾅ","路線名","道路種別","架設年度_西暦","架設年度_推測","供用年度_西暦","橋梁種別","橋長(m)","径間数","幅員(m)","上部構造形式","上部工（使用材料）","上部工（構造形式）","下部構造形式","基礎形式","溝橋(ｶﾙﾊﾞｰﾄ)","道路管理者_区分","道路管理者_名称","道路管理者_管理事務所名","行政区域_都道府県名","行政区域_市区町村名","起点側位置_緯度","起点側位置_経度","距離標(KP)","上り・下り線","当該道路_緊急輸送路","道路橋下状況_道路_緊急輸送路","道路橋下状況_道路_道路管理者","道路橋下状況_鉄道","代替路の有無","自専道/一般道","高規格幹線道路区分","占用物件(名称)","施設諸元_備考","点検記録_点検実施年度","点検記録_点検実施年月","点検記録_判定区分","過去の点検表記録様式ファイル名","点検表記録様式ファイル名","所見等(任意)","長寿命化修繕計画","点検・修繕_備考","確認書記載_点検・修繕計画_2019","確認書記載_点検・修繕計画_2020","確認書記載_点検・修繕計画_2021","確認書記載_点検・修繕計画_2022","確認書記載_点検・修繕計画_2023","確認書記載_点検・修繕計画_2024","確認書記載_点検・修繕計画_2025","確認書記載_点検・修繕計画_2026","確認書記載_点検・修繕計画_2027","確認書記載_点検・修繕計画_2028","確認書記載_点検方法","確認書記載_修繕方法","確認書記載_点検済分類","確認書記載_跨線部判定結果","確認書記載_修繕済分類","確認書記載_跨線部再判定結果","確認書に点検時期の記載がない理由","跨線対象_鉄道_JR_1","跨線対象_鉄道_JR_2","跨線対象_鉄道_JR_3","跨線対象_鉄道_JR_4","跨線対象_鉄道_大手民鉄_1","跨線対象_鉄道_大手民鉄_2","跨線対象_鉄道_大手民鉄_3","跨線対象_鉄道_準大手_1","跨線対象_鉄道_準大手_2","跨線対象_鉄道_公営_1","跨線対象_鉄道_公営_2","跨線対象_鉄道_中小民鉄_1","跨線対象_鉄道_中小民鉄_2","跨線対象_鉄道_中小民鉄_3","跨線対象_鉄道_中小民鉄転換鉄道等_1","跨線対象_鉄道_中小民鉄転換鉄道等_2","跨線対象_鉄道_貨物鉄道(JR以外）_1","跨線対象_鉄道_貨物鉄道(JR以外）_2","跨線対象_鉄道_モノレール_1","跨線対象_鉄道_モノレール_2","跨線対象_鉄道_新交通システム_1","跨線対象_鉄道_新交通システム_2","跨線対象_鉄道_鋼索鉄道_1","跨線対象_鉄道_鋼索鉄道_2","跨線対象_鉄道_無軌条電車_1","跨線対象_鉄道_無軌条電車_2","跨線対象_軌道_公営_1","跨線対象_軌道_公営_2","跨線対象_軌道_中小民鉄_1","跨線対象_軌道_中小民鉄_2","跨線対象_軌道_モノレール_1","跨線対象_軌道_モノレール_2","跨線対象_軌道_新交通システム_1","跨線対象_軌道_新交通システム_2","跨線対象_その他","通行規制_規制内容","通行規制_規制内容_詳細","通行規制_新規追加","通行規制_規制内容変更","通行規制_開始年度","通行規制_規制までの橋齢","規制解除（予定）年度","規制原因_自由入力","通行規制_原因コード","通行規制_原因_具体的内容の分類","通行規制_原因_詳細","補修等実施状況","補修等実施予定時期","補修等実施予定年月","撤去措置区分","新設設計時の適用基準","橋の重要度","耐震補強の状況","性能３を満たすための対策状況","性能３を満たすための対策完了目標年度","性能２を満たすための対策状況","性能２を満たすための対策完了目標年度","橋種_一般橋","橋種_特殊橋_トラス橋","橋種_特殊橋_吊り橋","橋種_特殊橋_斜張橋","橋種_特殊橋_その他特殊橋梁","対策メニュー_基礎（フーチング含む）","対策メニュー_橋台","対策メニュー_橋脚","対策メニュー_橋脚_うち段落とし部","縁対策メニュー_縁端拡幅","対策メニュー_落橋防止構造","対策メニュー_変位制限構造（横変位拘束構造）","対策メニュー_支承交換","対策メニュー_段差防止構造","対策メニュー_上部工補強","対策メニュー_その他","図面の有無","基礎の耐震補強_適用基準・図面類","基礎の耐震補強_基礎の照査結果","基礎の耐震補強_液状化エリア","基礎の耐震補強_簡易判定","単径間の橋梁_種類","単径間の橋梁_照査の有無","ロッキング橋脚を有する橋梁","パイルベント橋脚を有する橋梁","全国地震予想地図での発生確率","跨道橋_用途種別","跨道橋の状況_現在未使用","跨道橋の状況_今後の利用","跨道橋の状況_撤去計画の有無","跨道橋の状況_撤去計画無しの理由","跨道橋下の管理者_会社名","跨道橋下の管理者_支社名","跨道橋下の管理者_事務所名","跨道橋下の路線情報_路線区別","跨道橋下の路線情報_高速道路等名称","位置情報_IC間_自","位置情報_IC間_至","位置情報_KP","跨線橋下管理者との管理協定の締結","管理協定_無しの理由","点検実施状況","点検を委託で実施","点検方法","跨線橋下管理者との共有","点検結果_最新の点検時期","点検結果_5年以内の対策","修繕の内容_はく落対策_実施状況","修繕の内容_壁高欄補修_実施状況","修繕の内容_コンクリたたき落とし_実施状況","修繕の内容_塗替塗装_実施状況","修繕の内容_クラック補修_実施状況","修繕の内容_架替_実施状況","修繕の内容_その他_具体的内容","修繕の内容_その他_実施状況","修繕の内容_未実施の理由","耐震補強_実施状況","耐震未照査_該当","耐震未照査_照査実施計画年度","未移管跨線橋_該当","未移管跨線橋_区分","要請（公表）するべきもの","本来管理者_区分","本来管理者名（移管予定先）","移管後_道路法上の道路_該当","移管後_用途種別","移管状況","移管時期"
"36.33341,137.87110","BR0-202207-00257",,,,"柳田橋","(ﾔﾅｷﾞﾀﾞﾊｼ)","市道穂高２４６４号線","市町村道","2000",,,,"12.5","1","5.5","④ＰＣ橋_プレテン中空床版","PC橋","床版橋","逆Ｔ式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.33341","137.87110","無し","上下線","指定無し","×","その他","無し","有","一般道",,,,"2020","202012","Ⅱ",,"市道穂高2464号線_柳田橋.xlsx","橋台背面に段差とひびわれが生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図あり","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.33206,137.87225","BR0-202207-00258",,,,"芝澤橋","(ｼﾊﾞｻﾜﾊｼ)","市道穂高２４６７号線","市町村道","2000",,,,"12.5","1","8.7","④ＰＣ橋_プレテン中空床版","PC橋","床版橋","逆Ｔ式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.33206","137.87225","無し","上下線","指定無し","×","その他","無し","有","一般道",,,,"2020","202012","Ⅱ",,"市道穂高2467号線_芝澤橋.xlsx","橋面にひびわれ、橋台背面に段差が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.33134,137.87276","BR0-202207-00259",,,,"中澤橋","(ﾅｶｻﾞﾜﾊｼ)","市道穂高２４６８号線","市町村道","2000",,,,"12.4","1","5.5","④ＰＣ橋_プレテン中空床版","PC橋","床版橋","逆Ｔ式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.33134","137.87276","無し","上下線","指定無し","×","その他","無し","有","一般道",,,,"2021","202110","Ⅱ",,"市道穂高2468号線_中澤橋.xlsx","舗装にひびわれ、橋台背面の隙間･段差が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.34832,137.89145","BR0-202207-00260",,,,"穂高２０３号橋","(ﾎﾀｶﾆﾋｬｸｻﾝｺﾞｳﾊｼ)","市道穂高３００４号線","市町村道","1974",,,,"2.1","1","4.6","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","小橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.34832","137.89145","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2022","202208","Ⅱ","市道穂高3004号線_穂高203号橋.xlsx","市道穂高3004号線_穂高203号橋.xlsx","橋台に一部石積み抜けが生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.35359,137.88947","BR0-202207-00261",,,,"穂高２０４号橋","(ﾎﾀｶﾆﾋｬｸﾖﾝｺﾞｳﾊｼ)","市道穂高３００４号線","市町村道","1975",,,,"3.4","1","8.9","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","その他（橋台）","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.35359","137.88947","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2021","202109","Ⅰ","市道穂高3004号線_穂高204号橋.xlsx","市道穂高3004号線_穂高204号橋.xlsx","道路橋の機能に支障が生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.34769,137.89153","BR0-202207-00262",,,,"穂高３０９号橋","(ﾎﾀｶｻﾝﾋﾞｬｸｷｭｳｺﾞｳﾊｼ)","市道穂高３００４号線","市町村道","1976",,,,"3.3","1","4.7","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","小橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.34769","137.89153","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2021","202112","Ⅱ","市道穂高3004号線_穂高309号橋.xlsx","市道穂高3004号線_穂高309号橋.xlsx","A1橋台側舗装に段差が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.34757,137.89243","BR0-202207-00263",,,,"穂高２０５号橋","(ﾎﾀｶﾆﾋｬｸｺﾞｺﾞｳﾊｼ)","市道穂高３００５号線","市町村道","2013",,,,"2.3","1","3.9","④ＰＣ橋_ＰＣ溝橋（ＢＯＸカルバート）","PC橋","溝橋(カルバート)",,"直接基礎","○","市区町村","安曇野市","安曇野市","長野県","安曇野市","36.34757","137.89243","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2022","202208","Ⅰ","市道穂高3005号線_穂高205号橋.xlsx","市道穂高3005号線_穂高205号橋.xlsx","道路橋の機能に支障が生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図あり","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.34647,137.89726","BR0-202207-00264",,,,"穂高２０６号橋","(ﾎﾀｶﾆﾋｬｸﾛｸｺﾞｳﾊｼ)","市道穂高３００７号線","市町村道","1977",,,,"3.0","1","4.5","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","小橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.34647","137.89726","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2021","202112","Ⅰ","市道穂高3007号線_穂高206号橋.xlsx","市道穂高3007号線_穂高206号橋.xlsx","構造物の機能に支障が生じていない状態。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.34656,137.90076","BR0-202207-00266",,,,"穂高２０９号橋","(ﾎﾀｶﾆﾋｬｸｷｭｳｺﾞｳﾊｼ)","市道穂高３０１５号線","市町村道","1978",,,,"3.6","1","7.5","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.34656","137.90076","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,"上水道",,"2021","202109","Ⅰ","市道穂高3015号線_穂高209号橋.xlsx","市道穂高3015号線_穂高209号橋.xlsx","道路橋の機能に支障が生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.34650,137.90150","BR0-202207-00267",,,,"穂高２１０号橋","(ﾎﾀｶﾆﾋｬｸｼﾞｭｳｺﾞｳﾊｼ)","市道穂高３０１６号線","市町村道","1979",,,,"7.3","1","7.4","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","逆Ｔ式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.34650","137.90150","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2021","202109","Ⅰ","市道穂高3016号線_穂高210号橋.xlsx","市道穂高3016号線_穂高210号橋.xlsx","道路橋の機能に支障が生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.34493,137.90263","BR0-202207-00268",,,,"穂高２１２号橋","(ﾎﾀｶﾆﾋｬｸｼﾞｭｳﾆｺﾞｳﾊｼ)","市道穂高３０１８号線","市町村道","1980",,,,"5.0","1","3.0","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.34493","137.90263","無し","上下線","指定無し","×","市区町村","無し","無","一般道",,,,"2021","202109","Ⅰ","市道穂高3018号線_穂高212号橋.xlsx","市道穂高3018号線_穂高212号橋.xlsx","道路橋の機能に支障が生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.34575,137.90270","BR0-202207-00269",,,,"穂高２１１号橋","(ﾎﾀｶﾆﾋｬｸｼﾞｭｳｲﾁｺﾞｳﾊｼ)","市道穂高３０１８号線","市町村道","1971",,,,"3.0","1","3.6","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","小橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.34575","137.90270","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2020","202012","Ⅱ","市道穂高3018号線_穂高211号橋.xlsx","市道穂高3018号線_穂高211号橋.xlsx","主桁に欠損が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.34474,137.90650","BR0-202207-00271",,,,"穂高３５４号橋","(ﾎﾀｶｻﾝﾋﾞｬｸｺﾞｼﾞｭｳﾖﾝｺﾞｳﾊｼ)","市道穂高３０２２号線","市町村道","1973",,,,"11.5","1","3.0","④ＰＣ橋_プレテン中空床版","PC橋","床版橋","重力式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.34474","137.90650","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2020","202007","Ⅱ",,"市道穂高3022号線_穂高354号橋.xlsx","排水装置に土砂詰まりが生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.35365,137.88873","BR0-202207-00273",,,,"穂高２１６号橋","(ﾎﾀｶﾆﾋｬｸｼﾞｭｳﾛｸｺﾞｳﾊｼ)","市道穂高３０３７号線","市町村道","1974",,,,"2.2","1","7.0","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.35365","137.88873","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2022","202208","Ⅰ","市道穂高3037号線_穂高216号橋.xlsx","市道穂高3037号線_穂高216号橋.xlsx","道路橋の機能に支障が生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.36351,137.88485","BR0-202207-00275",,,,"穂高２２６号橋","(ﾎﾀｶﾆﾋｬｸﾆｼﾞｭｳﾛｸｺﾞｳﾊｼ)","市道穂高３０６０号線","市町村道","1975",,,,"3.7","1","3.6","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.36351","137.88485","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2021","202109","Ⅰ","市道穂高3060号線_穂高226号橋.xlsx","市道穂高3060号線_穂高226号橋.xlsx","道路橋の機能に支障が生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.36054,137.88601","BR0-202207-00276",,,,"穂高２２７号橋","(ﾎﾀｶﾆﾋｬｸﾆｼﾞｭｳﾅﾅｺﾞｳﾊｼ)","市道穂高３０６２号線","市町村道","1976",,,,"4.4","1","9.8","④ＰＣ橋_ＰＣ溝橋（ＢＯＸカルバート）","PC橋","溝橋(カルバート)",,"直接基礎","○","市区町村","安曇野市","安曇野市","長野県","安曇野市","36.36054","137.88601","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2022","202208","Ⅰ","市道穂高3062号線_穂高227号橋.xlsx","市道穂高3062号線_穂高227号橋.xlsx","道路橋の機能に支障が生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,"必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","竣工図なし",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.36005,137.88005","BR0-202207-00277",,,,"穂高２３２号橋","(ﾎﾀｶﾆﾋｬｸｻﾝｼﾞｭｳﾆｺﾞｳﾊｼ)","市道穂高３０６７号線","市町村道","1977",,,,"2.3","1","4.0","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","その他（橋台）","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.36005","137.88005","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2021","202109","Ⅱ","市道穂高3067号線_穂高232号橋.xlsx","市道穂高3067号線_穂高232号橋.xlsx","主桁に鉄筋露出が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,"必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","竣工図なし",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.36874,137.88233","BR0-202207-00278",,,,"穂高２３３号橋","(ﾎﾀｶﾆﾋｬｸｻﾝｼﾞｭｳｻﾝｺﾞｳﾊｼ)","市道穂高３０７０号線","市町村道","1978",,,,"2.4","1","25.0","④ＰＣ橋_ＰＣ溝橋（ＢＯＸカルバート）","PC橋","溝橋(カルバート)",,"直接基礎","○","市区町村","安曇野市","安曇野市","長野県","安曇野市","36.36874","137.88233","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2022","202210","Ⅰ","市道穂高3070号線_穂高233号橋.xlsx","市道穂高3070号線_穂高233号橋.xlsx","道路橋の機能に支障が生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.37445,137.87399","BR0-202207-00279",,,,"穂高２３７号橋","(ﾎﾀｶﾆﾋｬｸｻﾝｼﾞｭｳﾅﾅｺﾞｳﾊｼ)","市道穂高３０７５号線","市町村道","1976",,,,"2.4","1","4.0","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","小橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.37445","137.87399","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2021","202109","Ⅱ","市道穂高3075号線_穂高237号橋.xlsx","市道穂高3075号線_穂高237号橋.xlsx","主桁に鉄筋露出が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.36566,137.88364","BR0-202207-00280",,,,"穂高２３８号橋","(ﾎﾀｶﾆﾋｬｸｻﾝｼﾞｭｳﾊﾁｺﾞｳﾊｼ)","市道穂高３０８０号線","市町村道","1980",,,,"3.1","1","3.0","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","その他（橋台）","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.36566","137.88364","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2021","202112","Ⅰ","市道穂高3080号線_穂高238号橋.xlsx","市道穂高3080号線_穂高238号橋.xlsx","構造物の機能に支障が生じていない状態。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.37310,137.87203","BR0-202207-00281",,,,"穂高２３９号橋","(ﾎﾀｶﾆﾋｬｸｻﾝｼﾞｭｳｷｭｳｺﾞｳﾊｼ)","市道穂高３０９２号線","市町村道","1971",,,,"2.4","1","3.0","③ＲＣ橋_ＲＣ中実床版","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","安曇野市","安曇野市","長野県","安曇野市","36.37310","137.87203","無し","上下線","指定無し","×","市区町村","無し","有","一般道",,,,"2021","202109","Ⅱ","市道穂高3092号線_穂高239号橋.xlsx","市道穂高3092号線_穂高239号橋.xlsx","主桁に鉄筋露出、橋台に洗堀が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","個別判定","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
