"施設ID","作業用番号","作業内容フラグ_区分","作業内容フラグ_内訳","作業内容フラグ_内訳補足","施設名","施設名_ﾌﾘｶﾞﾅ","路線名","道路種別","架設年度_西暦","架設年度_推測","供用年度_西暦","橋梁種別","橋長(m)","径間数","幅員(m)","上部構造形式","上部工（使用材料）","上部工（構造形式）","下部構造形式","基礎形式","溝橋(ｶﾙﾊﾞｰﾄ)","道路管理者_区分","道路管理者_名称","道路管理者_管理事務所名","行政区域_都道府県名","行政区域_市区町村名","起点側位置_緯度","起点側位置_経度","距離標(KP)","上り・下り線","当該道路_緊急輸送路","道路橋下状況_道路_緊急輸送路","道路橋下状況_道路_道路管理者","道路橋下状況_鉄道","代替路の有無","自専道/一般道","高規格幹線道路区分","占用物件(名称)","施設諸元_備考","点検記録_点検実施年度","点検記録_点検実施年月","点検記録_判定区分","過去の点検表記録様式ファイル名","点検表記録様式ファイル名","所見等(任意)","長寿命化修繕計画","点検・修繕_備考","確認書記載_点検・修繕計画_2019","確認書記載_点検・修繕計画_2020","確認書記載_点検・修繕計画_2021","確認書記載_点検・修繕計画_2022","確認書記載_点検・修繕計画_2023","確認書記載_点検・修繕計画_2024","確認書記載_点検・修繕計画_2025","確認書記載_点検・修繕計画_2026","確認書記載_点検・修繕計画_2027","確認書記載_点検・修繕計画_2028","確認書記載_点検方法","確認書記載_修繕方法","確認書記載_点検済分類","確認書記載_跨線部判定結果","確認書記載_修繕済分類","確認書記載_跨線部再判定結果","確認書に点検時期の記載がない理由","跨線対象_鉄道_JR_1","跨線対象_鉄道_JR_2","跨線対象_鉄道_JR_3","跨線対象_鉄道_JR_4","跨線対象_鉄道_大手民鉄_1","跨線対象_鉄道_大手民鉄_2","跨線対象_鉄道_大手民鉄_3","跨線対象_鉄道_準大手_1","跨線対象_鉄道_準大手_2","跨線対象_鉄道_公営_1","跨線対象_鉄道_公営_2","跨線対象_鉄道_中小民鉄_1","跨線対象_鉄道_中小民鉄_2","跨線対象_鉄道_中小民鉄_3","跨線対象_鉄道_中小民鉄転換鉄道等_1","跨線対象_鉄道_中小民鉄転換鉄道等_2","跨線対象_鉄道_貨物鉄道(JR以外）_1","跨線対象_鉄道_貨物鉄道(JR以外）_2","跨線対象_鉄道_モノレール_1","跨線対象_鉄道_モノレール_2","跨線対象_鉄道_新交通システム_1","跨線対象_鉄道_新交通システム_2","跨線対象_鉄道_鋼索鉄道_1","跨線対象_鉄道_鋼索鉄道_2","跨線対象_鉄道_無軌条電車_1","跨線対象_鉄道_無軌条電車_2","跨線対象_軌道_公営_1","跨線対象_軌道_公営_2","跨線対象_軌道_中小民鉄_1","跨線対象_軌道_中小民鉄_2","跨線対象_軌道_モノレール_1","跨線対象_軌道_モノレール_2","跨線対象_軌道_新交通システム_1","跨線対象_軌道_新交通システム_2","跨線対象_その他","通行規制_規制内容","通行規制_規制内容_詳細","通行規制_新規追加","通行規制_規制内容変更","通行規制_開始年度","通行規制_規制までの橋齢","規制解除（予定）年度","規制原因_自由入力","通行規制_原因コード","通行規制_原因_具体的内容の分類","通行規制_原因_詳細","補修等実施状況","補修等実施予定時期","補修等実施予定年月","撤去措置区分","新設設計時の適用基準","橋の重要度","耐震補強の状況","性能３を満たすための対策状況","性能３を満たすための対策完了目標年度","性能２を満たすための対策状況","性能２を満たすための対策完了目標年度","橋種_一般橋","橋種_特殊橋_トラス橋","橋種_特殊橋_吊り橋","橋種_特殊橋_斜張橋","橋種_特殊橋_その他特殊橋梁","対策メニュー_基礎（フーチング含む）","対策メニュー_橋台","対策メニュー_橋脚","対策メニュー_橋脚_うち段落とし部","縁対策メニュー_縁端拡幅","対策メニュー_落橋防止構造","対策メニュー_変位制限構造（横変位拘束構造）","対策メニュー_支承交換","対策メニュー_段差防止構造","対策メニュー_上部工補強","対策メニュー_その他","図面の有無","基礎の耐震補強_適用基準・図面類","基礎の耐震補強_基礎の照査結果","基礎の耐震補強_液状化エリア","基礎の耐震補強_簡易判定","単径間の橋梁_種類","単径間の橋梁_照査の有無","ロッキング橋脚を有する橋梁","パイルベント橋脚を有する橋梁","全国地震予想地図での発生確率","跨道橋_用途種別","跨道橋の状況_現在未使用","跨道橋の状況_今後の利用","跨道橋の状況_撤去計画の有無","跨道橋の状況_撤去計画無しの理由","跨道橋下の管理者_会社名","跨道橋下の管理者_支社名","跨道橋下の管理者_事務所名","跨道橋下の路線情報_路線区別","跨道橋下の路線情報_高速道路等名称","位置情報_IC間_自","位置情報_IC間_至","位置情報_KP","跨線橋下管理者との管理協定の締結","管理協定_無しの理由","点検実施状況","点検を委託で実施","点検方法","跨線橋下管理者との共有","点検結果_最新の点検時期","点検結果_5年以内の対策","修繕の内容_はく落対策_実施状況","修繕の内容_壁高欄補修_実施状況","修繕の内容_コンクリたたき落とし_実施状況","修繕の内容_塗替塗装_実施状況","修繕の内容_クラック補修_実施状況","修繕の内容_架替_実施状況","修繕の内容_その他_具体的内容","修繕の内容_その他_実施状況","修繕の内容_未実施の理由","耐震補強_実施状況","耐震未照査_該当","耐震未照査_照査実施計画年度","未移管跨線橋_該当","未移管跨線橋_区分","要請（公表）するべきもの","本来管理者_区分","本来管理者名（移管予定先）","移管後_道路法上の道路_該当","移管後_用途種別","移管状況","移管時期"
"35.81861,138.07639","BR0-200000-00859",,,,"常盤橋","(ﾄｷﾜﾊﾞｼ)","国道152号","一般国道（指定区間外）","1972",,,"橋","64.7","2","7.6","④ＰＣ橋_ＰＣ桁橋（その他）","PC橋","桁橋","逆Ｔ式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.81861","138.07639","無し","上下線","二次","×",,"無し","無","一般道",,,,"2020","202005","Ⅱ",,"152 152号_1127 常盤橋.xlsx","経年劣化による変状が見られる。監視を行う必要がある。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ｂ種の橋","性能2を満足",,,,,"1",,,,,,,"済み",,"済み",,,,,,,"竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅴ(要対策)",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.79889,138.08528","BR0-200000-00860",,,,"大犬沢橋","(ｵｵｲﾇｻﾜﾊﾞｼ)","国道152号","一般国道（指定区間外）","1988",,,"橋","70.0","1","10.0","①鋼橋(ボルト又は鋼溶継手)_トラス橋","鋼橋","トラス橋","逆Ｔ式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.79889","138.08528","無し","上下線","二次","×",,"無し","無","一般道",,,,"2021","202105","Ⅱ",,"152 152号_1126 大犬沢橋.xlsx","【補修後】防護柵は全体的に腐食し各所で欠損があり防護柵の機能が著しく低下している。主要部材は健全であるため全体判定はⅡ判定とした。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ｂ種の橋","性能2を満足",,,,,,"1",,,,,,,,,,,,,,,"竣工図あり","不明",,"液状化の想定されるエリア外の橋梁",,"直橋",,,,"26%以上",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.79472,138.08472","BR0-200000-00861",,,,"小犬沢橋","(ｺｲﾇｻﾞﾜﾊｼ)","国道152号","一般国道（指定区間外）","1979",,,"橋","90.0","3","9.3","④ＰＣ橋_ポステンＴ桁","PC橋","桁橋(T桁)","逆Ｔ式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.79472","138.08472","無し","上下線","二次","×",,"無し","無","一般道",,,,"2023","202305","Ⅱ","国道152号_小犬沢橋.xlsx","152 152号_1076 小犬沢橋.xlsx","床版の間詰部が漏水している。道路橋の機能に支障は生じていないが、予防保全の観点から措置を講ずることが望まれる。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ｂ種の橋","性能2を満足",,,,,"1",,,,,"必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","必要なし","竣工図あり","不明",,"液状化の想定されるエリア外の橋梁",,,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.78333,138.08556","BR0-200000-00862",,,,"奥地沢橋","(ｵｸﾁｻﾜﾊｼ)","国道152号","一般国道（指定区間外）","1957",,,"橋","3.0","1","7.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","その他（橋台）","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.78333","138.08556","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2021","202105","Ⅱ","国道152号_奥地沢橋.xlsx","152 152号_1125 奥地沢橋.xlsx","比較的健全である。舗装は大型車の通行により劣化傾向にあり、監視が必要である。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし",,,"液状化の想定されるエリア外の橋梁",,"直橋",,,,"26%以上",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.76833,138.07389","BR0-200000-00863",,,,"三峰川橋","(ﾐﾌﾞｶﾞﾜﾊﾞｼ)","国道152号","一般国道（指定区間外）","1968",,,"橋","74.0","1","6.0","①鋼橋(ボルト又は鋼溶継手)_ランガー（アーチ橋）","鋼橋","アーチ橋(ランガー)","重力式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.76833","138.07389","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2023","202306","Ⅱ","国道152号_三峰川橋.xlsx","152 152号_1123 三峰川橋.xlsx","A1橋台基礎部は岩着であるため、現段階では洗堀が進行する可能性は低いと推定。道路橋の機能に支障は生じていないが、舗装の特異なひびわれは早期に措置することが望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ｂ種の橋",,,,,,"1",,,,,,,,,,,,,,,,"竣工図なし","不明",,"液状化の想定されるエリア外の橋梁",,"直橋",,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.76306,138.07417","BR0-200000-00864",,,,"アマリザワ川橋","(ｱﾏﾘｻﾞﾜｶﾜﾊｼ)","国道152号","一般国道（指定区間外）","1961",,,"橋","5.4","1","7.5","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","その他（橋台）","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.76306","138.07417","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2022","202204","Ⅱ",,"152 152号_1122 アマリザワ川橋.xlsx","【補修後】前回変状は補修されている。一部鉄筋露出が確認され、予防保全の観点から補修が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし",,,"液状化の想定されるエリア外の橋梁",,"斜橋・曲線橋",,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.76250,138.07417","BR0-200000-00865",,,,"アマリザワ橋","(ｱﾏﾘｻﾞﾜﾊｼ)","国道152号","一般国道（指定区間外）","1961",,,"橋","4.8","1","7.5","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","その他（橋台）","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.76250","138.07417","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2022","202204","Ⅱ",,"152 152号_1121 アマリザワ橋.xlsx","【補修後】前回変状は補修済みである。上流から土砂が流れてきている。これ以上堆積すると道路部に影響する恐れがあるため土砂撤去が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし",,,"液状化の想定されるエリア外の橋梁",,"斜橋・曲線橋",,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.75500,138.07639","BR0-200000-00866",,,,"屋古沢橋","(ｱｺﾞｻﾞﾜﾊｼ)","国道152号","一般国道（指定区間外）","1961",,,"橋","7.4","1","10.0","③ＲＣ橋_ＲＣ溝橋（ＢＯＸカルバート）","RC橋","溝橋(カルバート)","その他（橋台）","直接基礎","○","都道府県","長野県","伊那建設事務所","長野県","伊那市","35.75500","138.07639","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2022","202204","Ⅱ",,"152 152号_1120 屋古沢橋.xlsx","【補修後】全ての排水施設で土砂詰まりが確認された。定期的な清掃が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし",,,"液状化の想定されるエリア外の橋梁",,"斜橋・曲線橋",,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.73806,138.07917","BR0-200000-00867",,,,"熊堂沢橋","(ｸﾏﾄﾞｳｻﾞﾜﾊｼ)","国道152号","一般国道（指定区間外）","1961",,,"橋","9.2","1","6.2","③ＲＣ橋_ＲＣ　Ｔ桁","RC橋","桁橋(T桁)","重力式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.73806","138.07917","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2021","202104","Ⅱ",,"152 152号_1119 熊堂沢橋.xlsx","【補修後】床版の漏水は進行は認められないが、舗装にひび割れも見られることから防水層の設置が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし",,,"液状化の想定されるエリア外の橋梁",,"斜橋・曲線橋",,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.72861,138.07417","BR0-200000-00868",,,,"山吹沢橋","(ﾔﾏﾌﾞｷｻﾞﾜﾊｼ)","国道152号","一般国道（指定区間外）","1962",,,"橋","7.1","1","8.0","③ＲＣ橋_ＲＣ　Ｔ桁","RC橋","桁橋(T桁)","重力式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.72861","138.07417","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2021","202104","Ⅱ",,"152 152号_1118 山吹沢橋.xlsx","【補修後】桁の損傷は土石流により流木が接触し剥離したと思われる。鉄筋露出しているため予防保全の観点から補修することが望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし",,,"液状化の想定されるエリア外の橋梁",,"斜橋・曲線橋",,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.72417,138.07139","BR0-200000-00869",,,,"曽山沢橋","(ｿﾔﾏｻﾞﾜﾊｼ)","国道152号","一般国道（指定区間外）","1963",,,,"6.0","1","8.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.72417","138.07139","無し","上下線","指定無し","×",,"無し","無","一般道",,,,"2022","202204","Ⅱ",,"152 152号_1117 曽山沢橋.xlsx","目地部から漏水があり、予防保全の観点から伸縮装置の設置が望ましい。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし",,,"液状化の想定されるエリア外の橋梁",,"直橋",,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.84139,138.07222","BR0-200000-00870",,,,"的場大橋","(ﾏﾄﾊﾞｵｵﾊｼ)","国道152号","一般国道（指定区間外）","2004",,,"橋","45.8","1","19.0","①鋼橋(ボルト又は鋼溶継手)_Ｉ桁（非合成）","鋼橋","桁橋(I桁)","逆Ｔ式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.84139","138.07222","無し","上下線","一次","×",,"無し","有","一般道",,,,"2021","202105","Ⅱ","国道152号_的場大橋.xlsx","152 152号_1144 的場大橋.xlsx","伸縮装置の路面の凹凸は橋梁本体ではないため技術者判定でⅡ判定とした。床版では遊離石灰が見られ防水層の劣化が懸念される。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ｂ種の橋","性能2を満足",,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.83861,138.06972","BR0-200000-00871",,,,"花の丘橋","(ﾊﾅﾉｵｶﾊﾞｼ)","国道152号","一般国道（指定区間外）","2004",,,"橋","31.9","1","13.1","①鋼橋(ボルト又は鋼溶継手)_Ｉ桁（非合成）","鋼橋","桁橋(I桁)","逆Ｔ式橋台","場所打ぐい",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.83861","138.06972","無し","上下線","一次","×",,"無し","有","一般道",,,,"2021","202105","Ⅱ",,"152 152号_1160 花の丘橋.xlsx","【補修後】歩道下で遊離石灰が見られ防水層の劣化が懸念される。1箇所を除く排水施設が土砂詰りしているため、清掃が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ｂ種の橋","性能2を満足",,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図あり","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","直橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.87139,138.09278","BR0-200000-00872",,,,"長藤宮の入橋","(ｵｻﾌｼﾞﾐﾔﾉｲﾘﾊｼ)","国道152号","一般国道（指定区間外）","2002",,,"橋","5.8","1","6.6","④ＰＣ橋_プレテン床版","PC橋","床版橋","重力式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","伊那市","35.87139","138.09278","無し","上下線","一次","×",,"無し","有","一般道",,"上水道管",,"2021","202105","Ⅱ",,"152 152号_6210 長藤宮の入橋.xlsx","【補修後】伸縮装置の経年劣化によって支承部で漏水が見られる。予防保全の観点から伸縮装置の取替が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ｂ種の橋",,,,,,"1",,,,,"不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","不要","竣工図なし","基礎の耐震補強照査を実施していない",,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下","斜橋・曲線橋","未実施",,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.61205,137.91997","BR0-200000-00873",,,,"南沢橋","(ﾐﾅﾐｻﾜﾊｼ)","国道153号","一般国道（指定区間外）","1966",,,,"3.4","1","8.2","③ＲＣ橋_ＲＣ溝橋（ＢＯＸカルバート）","RC橋","溝橋(カルバート)","その他（橋台）","直接基礎","○","都道府県","長野県","伊那建設事務所","長野県","中川村","35.61205","137.91997","無し","上下線","一次","指定無し","市区町村","無し","有","一般道",,,,"2020","202011","Ⅱ",,"153 153号_1009 南沢橋.xlsx","竪壁端部に剥離及び鉄筋露出あり。舗装に一部穴あり。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ｂ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし","不明",,"液状化の想定されるエリア外の橋梁",,"斜橋・曲線橋",,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.61750,137.92028","BR0-200000-00874",,,,"４号農道","(ﾖﾝｺﾞｳﾉｳﾄﾞｳ)","国道153号","一般国道（指定区間外）","1966",,,"橋","6.3","1","8.1","④ＰＣ橋_ＰＣ床版橋（その他）","PC橋","床版橋","重力式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","中川村","35.61750","137.92028","無し","上下線","一次","指定無し","市区町村","無し","有","一般道",,,,"2022","202204","Ⅰ",,"153 153号_1001 ４号農道.xlsx","【補修後】前回変状は補修され健全である。防護柵は全体的に腐食しており予防保全の観点から取替が必要である。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ｂ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし","不明",,"液状化の想定されるエリア外の橋梁",,"斜橋・曲線橋",,,,"26%以上",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.61889,137.92028","BR0-200000-00875",,,,"３号農道","(ｻﾝｺﾞｳﾉｳﾄﾞｳ)","国道153号","一般国道（指定区間外）","1966",,,"橋","13.5","1","7.5","④ＰＣ橋_ＰＣ床版橋（その他）","PC橋","床版橋","重力式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","中川村","35.61889","137.92028","無し","上下線","一次","×",,"無し","有","一般道",,,,"2021","202106","Ⅱ",,"153 153号_1002 ３号農道.xlsx","【補修後】補修工事によって健全性が向上している。防護柵は全体的に腐食しており予防保全の観点から取替が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ｂ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし","不明",,"液状化の想定されるエリア外の橋梁",,"斜橋・曲線橋",,,,"26%以上",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.61944,137.92056","BR0-200000-00876",,,,"２号農道","(ﾆｺﾞｳﾉｳﾄﾞｳ)","国道153号","一般国道（指定区間外）","1966",,,"橋","5.0","1","7.5","④ＰＣ橋_ＰＣ床版橋（その他）","PC橋","床版橋","重力式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","中川村","35.61944","137.92056","無し","上下線","一次","指定無し","市区町村","無し","有","一般道",,,,"2022","202204","Ⅱ",,"153 153号_1003 ２号農道.xlsx","【補修後】補修箇所からつらら状の遊離石灰が新たに確認された。5年後に早期な変状になることは考えにくいため技術者判断でⅡ判定とした。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ｂ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし","不明",,"液状化の想定されるエリア外の橋梁",,"直橋",,,,"26%以上",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.62000,137.92056","BR0-200000-00877",,,,"１号農道","(ｲﾁｺﾞｳﾉｳﾄﾞｳ)","国道153号","一般国道（指定区間外）","1966",,,"橋","7.3","1","7.5","④ＰＣ橋_ＰＣ床版橋（その他）","PC橋","床版橋","その他（橋台）","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","中川村","35.62000","137.92056","無し","上下線","一次","指定無し","市区町村","無し","有","一般道",,,,"2020","202011","Ⅰ",,"153 153号_1004 １号農道.xlsx","令和元年度に補修を行ったため、健全であるが、床版の隙間等から遊離石灰が見られるため、今後の定期点検で留意する必要がある。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ｂ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし","不明",,"液状化の想定されるエリア外の橋梁",,"直橋",,,,"26%以上",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35.62111,137.92083","BR0-200000-00878",,,,"中田島橋","(ﾅｶﾀｼﾞﾏﾊｼ)","国道153号","一般国道（指定区間外）","1966",,,"橋","2.0","1","7.5","③ＲＣ橋_ＲＣ　Ｔ桁","RC橋","桁橋(T桁)","重力式橋台","直接基礎",,"都道府県","長野県","伊那建設事務所","長野県","中川村","35.62111","137.92083","無し","上下線","一次","×",,"無し","有","一般道",,,,"2024","202502","Ⅱ","153 153号_1050 中田島橋.xlsx","153 153号_1050中田島橋.xlsx","（適宜、所見を記入）
◆頂版ハンチ部に鉄筋露出、側面からの伝い水跡に遊離石灰が見られた。側面からの伝い水が原因と思われる。
橋台にひびわれ、遊離石灰が見られた。乾燥収縮によるものと推察され、損傷の進行は遅いと思われる。部材の機能に問題ない。
また、水流によるすり減りと思われる欠損が見られた。経過観察が必要である。
◆路面では舗装にひびわれ、防護柵に軽微な腐食・車両接触によると思われる変形が見られた。経過観察が必要である。
◆第三者被害の可能性は低い。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ｂ種の橋",,,,,,"1",,,,,"未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","未対策","竣工図なし","不明",,"液状化の想定されるエリア外の橋梁",,"斜橋・曲線橋",,,,"26%以上",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
